ID,BUSINESS_UNIT,ASSET,LATITUDE,LONGITUDE,DTM,FACILITY_ID,ENBASE_ASSET_ID,MISSION_NUM,ANOMALY_TYPE,ANOMALY_DESC
526,LaHa,LaHa,31.78761234,-93.75522055,2019-06-12 13:26:00.000,10085402,Asset-Well-10959462,15,1,Thief Hatch Open
527,LaHa,LaHa,31.74427877,-93.75488404,2019-06-12 14:14:00.000,10086048,Asset-Well-13365383,15,1,Thief Hatch Open
528,LaHa,LaHa,31.90426877,-93.54651973,2019-06-13 16:01:13.000,10085610,Asset-Well-13918861,15,1,Thief Hatch Open
529,LaHa,LaHa,31.8307389,-93.73600285,2019-06-13 18:40:59.000,10085411,Asset-Well-13749989,15,1,Thief Hatch Open
530,LaHa,LaHa,31.84453413,-93.72197822,2019-06-13 19:45:23.000,10085412,Asset-Well-13938725,15,1,Thief Hatch Open
531,LaHa,LaHa,31.99171669,-93.45885138,2019-06-18 09:26:00.000,10086071,Asset-Well-13926814,15,1,Thief Hatch Open
532,LaHa,LaHa,31.99196026,-93.37813737,2019-06-18 11:32:00.000,10085666,Asset-Well-13970743,15,1,Thief Hatch Open
533,LaHa,LaHa,32.10690906,-93.51178897,2019-06-19 11:58:00.000,10085710,Asset-Well-13301094,15,1,Thief Hatch Open
534,LaHa,LaHa,32.12229796,-93.48859778,2019-06-19 12:47:00.000,10086109,Asset-Well-13679184,15,1,Thief Hatch Open
535,LaHa,LaHa,32.223396,-93.59802185,2019-06-20 15:03:00.000,10085747,Asset-Well-13354334,15,1,Thief Hatch Open
536,LaHa,LaHa,32.29840518,-93.60059621,2019-06-21 15:11:00.000,10085797,Asset-Well-13113025,15,1,Thief Hatch Open
537,LaHa,LaHa,32.29686008,-93.59533424,2019-06-21 15:18:00.000,10085793,Asset-Well-13323904,15,1,Thief Hatch Open
538,LaHa,LaHa,32.28017485,-93.53164462,2019-06-21 15:52:00.000,10085625,Asset-Well-14100092,15,1,Thief Hatch Open
539,Eagle Ford,Hawkville,28.35752278,-98.72133491,2019-06-25 10:38:19.000,10085468,Asset-Well-14085686,13,1,Thief Hatch Open
540,LaHa,LaHa,32.36618549,-93.58804676,2019-06-25 11:25:38.000,10086022,Asset-Well-13447154,15,1,Thief Hatch Open
541,LaHa,LaHa,32.00399725,-93.34972522,2019-06-26 09:09:00.000,10085936,Asset-Well-13172792,15,1,Thief Hatch Open
542,LaHa,LaHa,32.16377156,-93.41692197,2019-06-26 13:15:00.000,10085696,Asset-Well-12646672,15,1,Thief Hatch Open
543,LaHa,LaHa,32.29306391,-93.48841838,2019-06-28 10:14:18.000,10085686,Asset-Well-13422160,15,1,Thief Hatch Open
544,LaHa,LaHa,32.29344485,-93.47918227,2019-06-28 10:23:02.000,10085685,Asset-Well-13422162,15,1,Thief Hatch Open
545,LaHa,LaHa,32.38169202,-93.46177389,2019-06-28 14:25:23.000,10085775,Asset-Well-13711862,15,1,Thief Hatch Open
546,LaHa,LaHa,32.36679082,-93.48603068,2019-06-28 14:50:13.000,10085773,Asset-Well-13758232,15,1,Thief Hatch Open
547,Permian,Permian,31.83939242,-103.8759769,2019-07-01 15:28:08.000,10085735,Asset-Well-14237562,16,1,Thief Hatch Open
548,LaHa,LaHa,32.03502362,-93.41245737,2019-07-02 14:15:00.000,10085634,Asset-Well-10946577,15,1,Thief Hatch Open
549,Permian,Permian,31.8828839,-103.9608434,2019-07-09 12:44:00.000,10085510,Asset-Well-13251574,16,1,Thief Hatch Open
550,EAST,SOHA,31.47715504,-94.29017745,2019-07-15 10:18:16.000,10025218,Asset-Well-14248578-000,18,1,Thief Hatch Open
551,EAST,SOHA,31.42113941,-94.40886258,2019-07-15 12:05:27.000,10084622,Asset-Well-14384752-000,18,1,Thief Hatch Open
552,LaHa,LaHa,31.7284782,-93.64259493,2019-07-16 09:56:33.000,10085818,Asset-Well-13428646,19,1,Thief Hatch Open
553,LaHa,LaHa,31.83135849,-93.73559702,2019-07-16 12:37:17.000,10085407,Asset-Well-13389867,19,1,Thief Hatch Open
554,LaHa,LaHa,31.84449294,-93.72203315,2019-07-16 13:02:27.000,10085412,Asset-Well-13938725,19,1,Thief Hatch Open
555,LaHa,LaHa,31.99170888,-93.45882116,2019-07-17 17:06:07.000,10086071,Asset-Well-13926814,19,1,Thief Hatch Open
556,LaHa,LaHa,32.03509753,-93.41241532,2019-07-18 08:58:55.000,10085634,Asset-Well-10946577,19,1,Thief Hatch Open
557,LaHa,LaHa,32.06308294,-93.43705178,2019-07-18 10:02:08.000,10085806,Asset-Well-13423879,19,1,Thief Hatch Open
558,LaHa,LaHa,32.06509585,-93.45261324,2019-07-18 10:52:36.000,10085781,Asset-Well-13920172,19,1,Thief Hatch Open
559,LaHa,LaHa,32.10698156,-93.51192425,2019-07-18 12:53:36.000,10085710,Asset-Well-13301094,19,1,Thief Hatch Open
560,LaHa,LaHa,32.12239499,-93.48859667,2019-07-18 13:39:27.000,10086109,Asset-Well-13679184,19,1,Thief Hatch Open
563,Eagle Ford,Hawkville,0,-98.62918295,2019-07-18 14:03:42.000,10085966,,17,,1
561,LaHa,LaHa,32.20924755,-93.49347206,2019-07-18 15:30:56.000,10085592,Asset-Well-11534823,19,1,Thief Hatch Open
562,LaHa,LaHa,32.28058723,-93.53531344,2019-07-18 17:20:46.000,10085624,Asset-Well-13214059,19,1,Thief Hatch Open
564,LaHa,LaHa,32.29704761,-93.5959077,2019-07-22 11:05:19.000,10085793,Asset-Well-13323904,19,1,Thief Hatch Open
567,Eagle Ford,Hawkville,28.36181771,-98.98914036,2019-07-23 10:17:52.000,10085388,Asset-Well-13750947,17,1,Thief Hatch Open
568,Eagle Ford,Hawkville,28.28901836,-98.97553682,2019-07-23 16:05:51.000,10086060,Asset-Well-14159824,17,1,Thief Hatch Open
569,Eagle Ford,Hawkville,28.30343699,-98.99805677,2019-07-23 18:01:27.000,10086053,Asset-Well-13137460,17,1,Thief Hatch Open
565,LaHa,LaHa,32.29707642,-93.72388699,2019-07-25 16:11:10.000,10085646,Asset-Well-13685754,19,1,Thief Hatch Open
570,Eagle Ford,Hawkville,28.20868589,-99.18832782,2019-07-26 16:48:49.000,10085573,Asset-Well-13761486,17,1,Thief Hatch Open
566,LaHa,LaHa,32.29309196,-93.48838908,2019-07-26 17:04:30.000,10085686,Asset-Well-13422160,19,1,Thief Hatch Open
571,LaHa,LaHa,32.37946544,-93.51740002,2019-07-31 13:36:29.000,10086052,Asset-Well-13180143,19,1,Thief Hatch Open
572,LaHa,LaHa,32.38150576,-93.27813206,2019-08-01 12:22:35.000,10085740,Asset-Well-13355570,19,1,Thief Hatch Open
573,LaHa,LaHa,32.3802061,-93.37049442,2019-08-01 13:48:52.000,10086092,Asset-Well-13950662,19,1,Thief Hatch Open
574,Eagle Ford,Hawkville,28.41743873,-98.4360706,2019-08-01 15:33:25.000,10085415,Asset-Well-13268231,20,1,Thief Hatch Open
575,LaHa,LaHa,32.13700261,-93.96140375,2019-08-02 14:36:23.000,10085443,Asset-Well-13957792,19,1,Thief Hatch Open
576,LaHa,LaHa,31.72846699,-93.64252749,2019-08-19 08:54:00.000,10085818,Asset-Well-13428646,21,1,Thief Hatch Open
577,LaHa,LaHa,31.80062443,-93.77072168,2019-08-19 12:01:00.000,10085404,Asset-Well-13538487,21,1,Thief Hatch Open
578,LaHa,LaHa,31.83134687,-93.73558726,2019-08-19 13:06:00.000,10085407,Asset-Well-13389867,21,1,Thief Hatch Open
579,LaHa,LaHa,31.9916408,-93.45882058,2019-08-21 08:49:00.000,10086071,Asset-Well-13926814,21,1,Thief Hatch Open
580,LaHa,LaHa,32.03532002,-93.40709522,2019-08-21 10:29:00.000,10085684,Asset-Well-13155675,21,1,Thief Hatch Open
581,LaHa,LaHa,32.03511563,-93.41237157,2019-08-21 10:34:00.000,10085634,Asset-Well-10946577,21,1,Thief Hatch Open
582,LaHa,LaHa,32.06315284,-93.43718455,2019-08-21 11:53:00.000,10085806,Asset-Well-13423879,21,1,Thief Hatch Open
586,Eagle Ford,Hawkville,28.39657306,-98.59334805,2019-08-21 12:56:00.000,10085885,Asset-Well-12990918,20,1,Thief Hatch Open
583,LaHa,LaHa,32.06508029,-93.4526531,2019-08-21 13:04:00.000,10085781,Asset-Well-13920172,21,1,Thief Hatch Open
584,LaHa,LaHa,32.10696624,-93.51191913,2019-08-21 15:11:00.000,10085710,Asset-Well-13301094,21,1,Thief Hatch Open
587,Eagle Ford,Hawkville,28.38232723,-98.60798461,2019-08-21 15:44:00.000,10085897,Asset-Well-13263711,20,1,Thief Hatch Open
585,LaHa,LaHa,32.12236978,-93.48850185,2019-08-21 16:17:00.000,10086109,Asset-Well-13679184,21,1,Thief Hatch Open
588,LaHa,LaHa,32.20918367,-93.49345501,2019-08-23 10:10:00.000,10085592,Asset-Well-11534823,21,1,Thief Hatch Open
589,LaHa,LaHa,32.20950952,-93.51016787,2019-08-23 10:23:00.000,10085584,Asset-Well-13737004,21,1,Thief Hatch Open
590,LaHa,LaHa,32.22190537,-93.5034722,2019-08-23 10:38:00.000,10085562,Asset-Well-13721570,21,1,Thief Hatch Open
591,LaHa,LaHa,32.25197465,-93.50568416,2019-08-23 12:38:00.000,10085567,Asset-Well-13018622,21,1,Thief Hatch Open
593,Eagle Ford,Hawkville,28.36162137,-98.98900559,2019-08-27 15:24:39.000,10085388,Asset-Well-13750947,20,1,Thief Hatch Open
592,LaHa,LaHa,32.26685339,-93.61325853,2019-08-28 14:31:20.000,10085919,Asset-Well-13753990,21,1,Thief Hatch Open
594,LaHa,LaHa,32.29716202,-93.72387811,2019-08-30 08:43:47.000,10085646,Asset-Well-13685754,21,1,Thief Hatch Open
595,LaHa,LaHa,32.35132329,-93.51909252,2019-09-04 11:38:20.000,10085930,Asset-Well-12947666,21,1,Thief Hatch Open
597,EAST,SOHA,31.35740639,-94.43322961,2019-10-01 14:31:19.000,10084521,Asset-Well-13071342-000,22,1,Thief Hatch Open
598,,,31.3887034,-94.5373961,2019-10-01 17:25:19.000,10084412,Asset-Well-14374999-000,22,1,Thief Hatch Open
599,EAST,SOHA,31.37840815,-94.57036511,2019-10-02 12:14:46.000,10023524,Asset-Well-13860389-001,22,1,Thief Hatch Open
600,LaHa,LaHa,31.99166152,-93.45882848,2019-10-04 07:36:01.000,10086071,Asset-Well-13926814,24,1,Thief Hatch Open
601,LaHa,LaHa,32.03525112,-93.40714489,2019-10-04 09:56:21.000,10085684,Asset-Well-13155675,24,1,Thief Hatch Open
606,Permian,Permian,31.92765722,-103.8935312,2019-10-04 12:42:00.000,10086084,Asset-Well-12984896,23,1,Thief Hatch Open
602,LaHa,LaHa,32.23631283,-93.51745573,2019-10-04 17:30:25.000,10085589,Asset-Well-13199769,24,1,Thief Hatch Open
603,LaHa,LaHa,32.25201346,-93.50570639,2019-10-05 08:27:41.000,10085567,Asset-Well-13018622,24,1,Thief Hatch Open
604,LaHa,LaHa,32.28024291,-93.54034691,2019-10-05 10:19:42.000,10085616,Asset-Well-14100094,24,1,Thief Hatch Open
607,Permian,Permian,31.85581441,-103.9556072,2019-10-05 13:58:57.000,10085744,Asset-Well-14217301,23,1,Thief Hatch Open
605,LaHa,LaHa,32.29658208,-93.60712313,2019-10-05 15:58:43.000,10085792,Asset-Well-14189286,24,1,Thief Hatch Open
608,Permian,Permian,31.82505962,-104.0495069,2019-10-05 17:33:52.000,10085694,Asset-Well-14329230,23,1,Thief Hatch Open
611,Permian,Permian,31.79685508,-103.8553052,2019-10-06 08:42:39.000,10085464,Asset-Well-14289457,23,1,Thief Hatch Open
609,LaHa,LaHa,31.831352,-93.73558794,2019-10-06 14:31:59.000,10085407,Asset-Well-13389867,24,1,Thief Hatch Open
610,LaHa,LaHa,31.80066791,-93.77072357,2019-10-06 15:28:44.000,10085404,Asset-Well-13538487,24,1,Thief Hatch Open
612,LaHa,LaHa,32.15266773,-93.93424739,2019-10-07 12:24:22.000,10085672,Asset-Well-13246284,24,1,Thief Hatch Open
613,LaHa,LaHa,32.29079712,-93.62777618,2019-10-08 08:50:36.000,10085934,Asset-Well-13750938,24,1,Thief Hatch Open
614,LaHa,LaHa,32.26688877,-93.61321505,2019-10-08 09:25:22.000,10085919,Asset-Well-13753990,24,1,Thief Hatch Open
615,LaHa,LaHa,32.25204295,-93.64117159,2019-10-08 15:45:22.000,10085890,Asset-Well-13646371,24,1,Thief Hatch Open
616,LaHa,LaHa,32.25246517,-93.48336689,2019-10-09 09:03:59.000,10085660,Asset-Well-13389863,24,1,Thief Hatch Open
617,LaHa,LaHa,32.23471651,-93.41313084,2019-10-16 08:34:43.000,10085738,Asset-Well-13840573,24,1,Thief Hatch Open
618,LaHa,LaHa,32.25104538,-93.44307671,2019-10-16 10:01:52.000,10086044,Asset-Well-13926276,24,1,Thief Hatch Open
619,LaHa,LaHa,32.36780702,-93.59149763,2019-10-16 12:31:07.000,10086130,Asset-Well-14341922,24,1,Thief Hatch Open
620,LaHa,LaHa,32.37996783,-93.5521965,2019-10-16 13:29:52.000,10085757,Asset-Well-13107626,24,1,Thief Hatch Open
621,LaHa,LaHa,32.39426344,-93.50799299,2019-10-17 12:29:32.000,10085857,Asset-Well-13196603,24,1,Thief Hatch Open
622,LaHa,LaHa,32.37944703,-93.51738215,2019-10-17 14:08:44.000,10086052,Asset-Well-13180143,24,1,Thief Hatch Open
623,LaHa,LaHa,32.4094205,-93.27477903,2019-10-18 12:34:00.000,10086006,Asset-Well-12942032,24,1,Thief Hatch Open
624,LaHa,LaHa,32.38013004,-93.38306271,2019-10-18 13:17:06.000,10085369,Asset-Well-13343081,24,1,Thief Hatch Open
625,Eagle Ford,Hawkville,28.36759565,-98.65115505,2019-10-22 09:00:12.000,10085981,Asset-Well-12936073,25,1,Thief Hatch Open
626,Eagle Ford,Hawkville,28.36166551,-98.98890412,2019-10-26 10:47:48.000,10085388,Asset-Well-13750947,25,1,Thief Hatch Open
630,EAST,SOHA,31.40112014,-94.58875949,2019-10-31 09:05:27.000,10084411,Asset-Well-14376194-000,26,1,Thief Hatch Open
627,Eagle Ford,Hawkville,28.30389606,-98.92297487,2019-10-31 13:36:31.000,10085493,Asset-Well-13169826,25,1,Thief Hatch Open
628,Eagle Ford,Hawkville,28.25470285,-99.04813942,2019-11-01 12:02:22.000,10086041,Asset-Well-13420725,25,1,Thief Hatch Open
631,EAST,SOHA,31.48024085,-94.21533555,2019-11-01 13:36:32.000,10024415,Asset-Well-14340217-000,26,1,Thief Hatch Open
629,Eagle Ford,Hawkville,28.28978399,-99.01854509,2019-11-01 14:50:23.000,10086093,Asset-Well-13548846,25,1,Thief Hatch Open
632,Eagle Ford,Hawkville,28.17827982,-99.18673525,2019-11-05 13:28:58.000,10085654,Asset-Well-13423972,25,1,Thief Hatch Open
633,Permian,Permian,31.76770868,-103.8220271,2019-11-08 12:41:20.000,10085761,Asset-Well-13973427,28,1,Thief Hatch Open
634,LaHa,LaHa,32.20924477,-93.49342183,2019-11-15 08:42:20.000,10085592,Asset-Well-11534823,27,1,Thief Hatch Open
635,LaHa,LaHa,32.26686476,-93.613223,2019-11-18 08:04:57.000,10085919,Asset-Well-13753990,27,1,Thief Hatch Open
636,LaHa,LaHa,32.29649227,-93.60712435,2019-11-19 10:07:57.000,10085792,Asset-Well-14189286,27,1,Thief Hatch Open
637,LaHa,LaHa,32.13704965,-93.96138171,2019-11-19 12:53:04.000,10085443,Asset-Well-13957792,27,1,Thief Hatch Open
640,LaHa,LaHa,32.37995068,-93.55215448,2019-12-03 07:46:21.000,10085757,Asset-Well-13107626,27,1,Thief Hatch Open
639,Eagle Ford,Hawkville,28.36566786,-98.5954877,2019-12-03 12:18:23.000,10085729,Asset-Well-13181087,29,1,Thief Hatch Open
641,Eagle Ford,Hawkville,28.38293151,-98.6333504,2019-12-05 10:36:43.000,10085959,Asset-Well-13267805,29,1,Thief Hatch Open
642,Eagle Ford,Hawkville,28.36902333,-98.6796837,2019-12-07 15:06:50.000,10085969,Asset-Well-13331259,29,1,Thief Hatch Open
643,EAST,SOHA,31.4010639,-94.58877109,2019-12-09 09:03:03.000,10084411,Asset-Well-14376194-000,30,1,Thief Hatch Open
644,EAST,SOHA,31.35737131,-94.43318445,2019-12-09 14:34:03.000,10084521,Asset-Well-13071342-000,30,1,Thief Hatch Open
646,LaHa,LaHa,31.9916485,-93.45882091,2019-12-14 08:37:12.000,10086071,Asset-Well-13926814,31,1,Thief Hatch Open
647,LaHa,LaHa,31.99171937,-93.39902757,2019-12-14 10:46:32.000,10085668,Asset-Well-13366999,31,1,Thief Hatch Open
648,LaHa,LaHa,32.06175702,-93.42082268,2019-12-14 13:29:51.000,10085611,Asset-Well-13164827,31,1,Thief Hatch Open
645,LaHa,LaHa,32.20952407,-93.51016065,2019-12-15 14:07:46.000,10085584,Asset-Well-13737004,31,1,Thief Hatch Open
649,LaHa,LaHa,32.25202756,-93.50574759,2019-12-17 08:18:32.000,10085567,Asset-Well-13018622,31,1,Thief Hatch Open
653,Eagle Ford,Hawkville,28.27750582,-99.03702137,2019-12-17 09:14:28.000,10086031,Asset-Well-13175335,29,1,Thief Hatch Open
650,LaHa,LaHa,32.29614127,-93.60747292,2019-12-17 10:40:53.000,10085792,Asset-Well-14189286,31,1,Thief Hatch Open
651,LaHa,LaHa,32.28976461,-93.61871061,2019-12-17 11:46:48.000,10085791,Asset-Well-13707634,31,1,Thief Hatch Open
652,LaHa,LaHa,32.26679612,-93.61331445,2019-12-17 12:15:36.000,10085919,Asset-Well-13753990,31,1,Thief Hatch Open
655,Eagle Ford,Hawkville,28.36182252,-98.9891986,2019-12-21 14:54:47.000,10085388,Asset-Well-13750947,29,1,Thief Hatch Open
656,Eagle Ford,Hawkville,28.33006786,-98.95612378,2019-12-22 12:41:17.000,10085641,Asset-Well-13395038,29,1,Thief Hatch Open
657,Eagle Ford,Hawkville,28.30396252,-98.92294294,2019-12-22 16:19:35.000,10085493,Asset-Well-13169826,29,1,Thief Hatch Open
654,LaHa,LaHa,32.25286359,-93.47938001,2019-12-22 16:32:09.000,10085659,Asset-Well-13764327,31,1,Thief Hatch Open
658,LaHa,LaHa,32.37936097,-93.51104644,2019-12-27 11:00:58.000,10085606,Asset-Well-14065282,31,1,Thief Hatch Open
659,LaHa,LaHa,32.39426177,-93.50798241,2019-12-27 12:57:29.000,10085857,Asset-Well-13196603,31,1,Thief Hatch Open
663,Eagle Ford,Hawkville,28.16683431,-99.18806776,2019-12-29 15:25:00.000,10086014,Asset-Well-13358387,29,1,Thief Hatch Open
660,LaHa,LaHa,32.36711217,-93.3148015,2019-12-30 08:34:59.000,10085441,Asset-Well-12925295,31,1,Thief Hatch Open
661,LaHa,LaHa,32.38150921,-93.27811824,2019-12-30 09:01:26.000,10085740,Asset-Well-13355570,31,1,Thief Hatch Open
662,LaHa,LaHa,32.36691145,-93.3631896,2019-12-30 11:03:08.000,10085863,Asset-Well-13126852,31,1,Thief Hatch Open
664,Permian,Permian,31.76842367,-103.9924378,2020-01-04 12:39:40.000,10085511,Asset-Well-14259033,32,1,Thief Hatch Open
665,Permian,Permian,31.86808801,-103.916451,2020-01-07 16:37:30.000,10085549,Asset-Well-14335764,32,1,Thief Hatch Open
666,LaHa,LaHa,31.84460271,-93.72210384,2020-01-09 11:05:24.000,10085412,Asset-Well-13938725,34,1,Thief Hatch Open
667,LaHa,LaHa,32.23636105,-93.50630851,2020-01-18 16:05:43.000,10085590,Asset-Well-13172791,34,1,Thief Hatch Open
668,LaHa,LaHa,32.22192948,-93.50338682,2020-01-19 10:11:29.000,10085562,Asset-Well-13721570,34,1,Thief Hatch Open
669,Eagle Ford,Hawkville,28.40850627,-98.37581761,2020-01-20 09:26:20.000,10085866,Asset-Well-13751855,35,1,Thief Hatch Open
672,Eagle Ford,Hawkville,28.36024509,-98.54990357,2020-01-21 09:44:09.000,10085418,Asset-Well-13423068,35,1,Thief Hatch Open
670,LaHa,LaHa,31.99172667,-93.45884319,2020-01-21 11:08:09.000,10086071,Asset-Well-13926814,34,1,Thief Hatch Open
671,LaHa,LaHa,31.99171627,-93.39905037,2020-01-21 11:39:00.000,10085668,Asset-Well-13366999,34,1,Thief Hatch Open
673,LaHa,LaHa,32.29352246,-93.47910915,2020-01-24 11:07:03.000,10085685,Asset-Well-13422162,34,1,Thief Hatch Open
674,LaHa,LaHa,32.34391105,-93.51539104,2020-01-24 12:36:50.000,10085370,Asset-Well-14330428,34,1,Thief Hatch Open
675,LaHa,LaHa,32.38150688,-93.27812486,2020-01-26 11:17:09.000,10085740,Asset-Well-13355570,34,1,Thief Hatch Open
677,Eagle Ford,Hawkville,28.25760436,-99.05630447,2020-01-26 12:59:08.000,10086018,Asset-Well-13036699,35,1,Thief Hatch Open
676,LaHa,LaHa,32.36692278,-93.36321438,2020-01-26 13:10:54.000,10085863,Asset-Well-13126852,34,1,Thief Hatch Open
678,Eagle Ford,Hawkville,28.29002355,-99.02686381,2020-01-26 16:06:12.000,10086094,Asset-Well-13907896,35,1,Thief Hatch Open
679,Eagle Ford,Hawkville,28.36172832,-98.9891414,2020-01-27 09:05:47.000,10085388,Asset-Well-13750947,35,1,Thief Hatch Open
680,Eagle Ford,Hawkville,28.30388729,-98.92286822,2020-01-27 16:12:25.000,10085493,Asset-Well-13169826,35,1,Thief Hatch Open
681,Eagle Ford,Hawkville,28.3023213,-98.93760744,2020-01-27 16:55:25.000,10085494,Asset-Well-13991308,35,1,Thief Hatch Open
682,Eagle Ford,Hawkville,28.16693103,-99.18792566,2020-01-28 14:46:12.000,10086014,Asset-Well-13358387,35,1,Thief Hatch Open
683,Eagle Ford,Hawkville,28.22412785,-99.16488013,2020-01-28 16:37:19.000,10085838,Asset-Well-13192501,35,1,Thief Hatch Open
684,Eagle Ford,Hawkville,28.20866643,-99.18800771,2020-01-28 17:49:59.000,10085573,Asset-Well-13761486,35,1,Thief Hatch Open
685,Eagle Ford,Hawkville,28.2693212,-99.10100059,2020-01-30 09:14:26.000,10085785,Asset-Well-13814783,35,1,Thief Hatch Open
686,Eagle Ford,Hawkville,28.25845011,-99.13513804,2020-01-30 10:03:58.000,10085784,Asset-Well-13365880,35,1,Thief Hatch Open
687,Permian,Permian,31.78083798,-103.8518938,2020-02-02 14:34:52.000,10085507,Asset-Well-14332069,36,1,Thief Hatch Open
688,Permian,Permian,31.84102011,-103.8454703,2020-02-03 12:48:42.000,10085823,Asset-Well-13559973,36,1,Thief Hatch Open
690,LaHa,LaHa,32.3373688,-93.5954942,2020-02-14 12:45:56.000,10085794,Asset-Well-11135343,38,1,Thief Hatch Open
689,EAST,SOHA,31.37061845,-94.49892511,2020-02-16 14:30:15.000,10057467,Asset-Well-13387002-000,37,1,Thief Hatch Open
